list_of_given_concepts,concepts_suggested_by_llm,closest_class,cosine_similarity,class_classification_similarity_based,llm_auto_classification,ll_auto_eval_score
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [uppercase(String), concatenate(String, String), substring(String, int, int)]",Badges,0.6279533,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [uppercase(String), concatenate(String, String), truncate(String)]",DeathRay,0.6102265,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), replace(String, String), substring(String, int, int)]",CorpseDust,0.6277371,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Formatters] with properties: [STYLES] and behaviors: [italic(String), bold(String), underline(String)]",Gradient,0.68036246,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [StringFormatter] with properties: [CHARACTERS] and behaviors: [capitalize(String), format(String, Object), trim(String)]",Scene,0.5926746,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [StringProcessor] with properties: [ALPHABETS] and behaviors: [uppercase(String), concatenate(String, String), pluralize(String)]",ToxicGas,0.61135703,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [uppercase(String), concatenate(String, String), pluralize(String)]",HuntressArmor,0.6253641,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Formatters] with properties: [STYLES] and behaviors: [bold(String), italic(String), underline(String)]",LibraryPainter,0.6576956,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [ALPHABETS] and behaviors: [toUpperCase(String), substring(String, int, int), replace(String, String)]",EyeSprite,0.64161897,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Chars] with properties: [ALPHABETS] and behaviors: [toUpperCase(String), format(String, Object), trim(String)]",AlarmTrap,0.6199206,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Constants] with properties: [CHARSET] and behaviors: [toUpperCase(String), format(String, Object), replace(String, String)]",WandOfSlowness,0.6486646,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), replace(String, String), substring(Integer, Integer)]",Torch,0.6321702,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Formatters] with properties: [STRING] and behaviors: [format(String, Object), pluralize(String, Number), singularize(String)]",LastLevel,0.63747334,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [CharTools] with properties: [ALPHABETS] and behaviors: [toLowerCase(String), uppercase(String), trim(String)]",Compass,0.6505599,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Text] with properties: [CHARACTERS] and behaviors: [capitalize(String), format(String, Object), trim(String)]",Alert,0.63859093,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), format(String, Object), substring(String)]",PotionOfExperience,0.62172425,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Transforms] with properties: [CHARACTERS] and behaviors: [toLower(String), toUpper(String), trim(String)]",ScaleArmor,0.6561523,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [StringTools] with properties: [ALPHABETS] and behaviors: [toUpper(String), toLower(String), split(String, String)]",GrassPatch,0.61351526,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Modifiers] with properties: [ADJECTIVES] and behaviors: [capitalize(String), format(String, Object), append(String, String)]",Satiety,0.63850975,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [upperCase(String), concatenate(String, String), truncate(String)]",WarHammer,0.60884714,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Parsers] with properties: [REGEX] and behaviors: [match(String), replace(String), extract(String)]",PlantSprite,0.62665164,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Formatter] with properties: [FORMATTERS] and behaviors: [format(String, Object), uppercase(String), pluralize(String)]",EarthParticle,0.622477,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Validators] with properties: [REGEX] and behaviors: [test(String), replace(String), validate(Object)]",Shopkeeper,0.65080273,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Formatters] with properties: [PATTERNS] and behaviors: [format(String, Object), format(String, List), transform(String)]",Tilemap,0.69659936,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [StringParser] with properties: [CHARACTERS] and behaviors: [camelCase(String), trim(String), tokenize(String)]",CellSelector,0.5790469,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), format(String, Object), trim(String)]",TouchController,0.6216698,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [lowercase(String), trim(String), concatenate(String, String)]",Dungeon,0.60514677,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpper(String), concatenate(String, String), pluralize(String)]",MirrorImage,0.61410284,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [TextProcessor] with properties: [CHARACTERS] and behaviors: [uppercase(String), concatenate(String, String), repeat(String, int)]",MonkSprite,0.6419667,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [uppercase(String), concatenate(String, String), substring(Int, Int)]",Warlock,0.6257889,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), split(String), replace(String, String)]",PotionOfMindVision,0.6171962,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Formatters] with properties: [PUNCTUATION] and behaviors: [format(String, Object), pluralize(String, Object), abbreviate(String)]",PixelCamera,0.62351924,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [StringTransformer] with properties: [CHARS] and behaviors: [toLowerCase(String), format(String, Object), replace(String, String)]",ScorpioSprite,0.61102164,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [uppercase(String), concatenate(String, String), substring(String, int, int)]",FireParticle,0.6247224,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Formatters] with properties: [PUNCTUATION] and behaviors: [format(String, Object), capitalize(String), truncate(String)]",WndGame,0.6115526,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), replace(String, String), trim(String)]",ShaftParticle,0.62372285,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Lang] with properties: [ALPHABET] and behaviors: [lower(String), upper(String), split(String, String)]",Terrain,0.6473222,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Transformers] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), format(String, Object), pluralize(String)]",TorchHalo,0.6471092,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), substring(Int, Int), replace(String, String)]",RottingFistSprite,0.6237407,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Parsers] with properties: [SYMBOLS] and behaviors: [extract(String), validate(String), tokenize(String)]",Scorpio,0.62434477,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Str] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), replace(String, String, String), split(String)]",Shuriken,0.6212261,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Formatters] with properties: [CHARACTERS] and behaviors: [uppercase(String), compose(String, Object), pluralize(String)]",WaterParticle,0.6178266,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), replace(String, String), substring(Integer, Integer)]",Haggling,0.62299645,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Parsers] with properties: [CHARACTERS] and behaviors: [parse(String), tokenize(String), extract(String)]",Bandit,0.6267929,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Validators] with properties: [REGEX] and behaviors: [test(String), replace(String), validate(Object)]",FlavourBuff,0.6394151,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [concat(String, String), replace(String, String), split(String, String)]",BitmapFilm,0.6155405,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [uppercase(String), concatenate(String, String), trim(String)]",FlameParticle,0.5963994,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Formatter] with properties: [CHARACTERS] and behaviors: [uppercase(String), pad(String, Object), truncate(String)]",TextureFilm,0.6119892,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [uppercase(String), concatenate(String, String), substring(Int, Int)]",Glowing,0.62092626,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), replace(String, String), split(String)]",BattleAxe,0.61685884,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [CharMap] with properties: [CONSTANTS] and behaviors: [toUpperCase(String), replace(String, String), toLowercase(String)]",PotionOfHealing,0.6500923,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [StringTransformer] with properties: [CHARACTERS] and behaviors: [lowerCase(String), upperCase(String), trim(String)]",WarlockSprite,0.59438217,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Here's a suggested concept:

Concept: Strings with properties: [ALPHABETS] and behaviors: [toLowerCase(String), trim(String), split(String)].

Please let me know if you'd like me to generate another suggestion!",Freezing,0.61496705,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [StringFormatter] with properties: [CHARACTERS] and behaviors: [capitalize(String), format(String, Object), trim(String)]",WoolParticle,0.58920884,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Transformers] with properties: [CHARACTERS] and behaviors: [upperCase(String), template(String, Object), pluralize(String)]",DM300,0.6474216,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [StringTools] with properties: [CHARS] and behaviors: [uppercase(String), concatenate(String, String), repeat(String, int)]",DesktopLauncher,0.5896089,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [uppercase(String), concatenate(String, String), truncate(String)]",PurpleParticle,0.60333705,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toLowerCase(String), replace(String, String), trim(String)]",DiscardedItemSprite,0.6175183,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [concat(String, String), replace(String, String, String), substring(Integer, Integer)]",PoisonParticle,0.61969256,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), split(String, String), substring(Int, Int)]",Camera,0.6148398,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [concatenate(String, String), substring(Int, Int), replace(String, String)]",SnowParticle,0.6066488,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Transformers] with properties: [CHARACTERS] and behaviors: [upperCase(String), concatenate(String, String), pluralize(String)]",Succubus,0.63968444,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toLowerCase(String), split(String), trim(String)]",CameraScrollTweener,0.6064267,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Filters] with properties: [REGEX] and behaviors: [match(String), replace(String, String), validate(String)]",ScrollOfIdentify,0.6319275,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Modifiers] with properties: [ADVERBS] and behaviors: [prefix(String), suffix(String), negate(String)]",Awareness,0.6666243,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [ALPHABET] and behaviors: [toLowerCase(String), replace(String, String), substring(String, int, int)]",GameMath,0.6204663,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Text] with properties: [ALPHABETS] and behaviors: [uppercase(String), concatenate(String, String), truncate(String)]",PiranhaSprite,0.5965084,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Transformers] with properties: [CHARS] and behaviors: [uppercase(String), concatenate(String, String), repeat(String, int)]",ShamanSprite,0.6359887,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toLowerCase(String), replace(String, String), substring(String, int, int)]",EnergyParticle,0.60889316,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [StringTransformer] with properties: [CHARACTERS] and behaviors: [toLowerCase(String), upperCase(String), truncate(String)]",MobSprite,0.5739473,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [concat(String, String), substring(String, int, int), replace(String, String, String)]",CavesBossLevel,0.6107493,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Regex] with properties: [PATTERNS] and behaviors: [match(String), replace(String, String), split(String)]",Gizmo,0.61125284,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [StringTools] with properties: [CONSTANTS] and behaviors: [toUpperCase(String), format(String, Object), replace(String, String)]",RatKingPainter,0.5961231,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toLowerCase(String), replace(String, String), substring(Int, Int)]",CheckedCell,0.60561824,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [StringTransformer] with properties: [CHARACTERS] and behaviors: [reverse(String), split(String, String), join(String, String)]",WraithSprite,0.60441506,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toLowerCase(String), concatenate(String, String), split(String)]",Halo,0.58960414,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [ALPHABETS] and behaviors: [toUpperCase(String), replace(String, String), substring(String, int, int)]",CryptPainter,0.61919594,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [ALPHABETS] and behaviors: [uppercase(String), concatenate(String, String), replace(String, String)]",PrisonBossLevel,0.6107848,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), format(String, Object), substring(String)]",SewerBossLevel,0.5991408,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toLowerCase(String), replace(String, String), trim(String)]",LeafParticle,0.6024983,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), replace(String, String), substring(Int, Int)]",LastShopLevel,0.6062803,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [StringFormatter] with properties: [CHARACTERS] and behaviors: [uppercase(String), concatenate(String, String), pluralize(String)]",IOSLauncher,0.5576292,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [uppercase(String), replace(String, String, String), split(String)]",BloodParticle,0.60432076,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Chars] with properties: [ALPHABETS] and behaviors: [uppercase(String), combine(String, String), iterate(String)]",GooSprite,0.599105,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toLowerCase(String), replace(String, String), trim(String)]",WndOptions,0.59237754,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [TextProcessors] with properties: [ALPHABET] and behaviors: [toUpper(String), format(String, Object), pluralize(String)]",DM300Sprite,0.6242798,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toLowerCase(String), substring(String, int, int), replace(String, String)]",HallsBossLevel,0.6022524,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Text] with properties: [CHARACTERS] and behaviors: [upperCase(String), concatenate(String, String), split(String, String)]",ScrollHolder,0.6158118,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Converters] with properties: [CHARACTERS] and behaviors: [lower(String), upper(String), trim(String)]",PseudoPixel,0.6221649,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Chars] with properties: [ALPHABETS] and behaviors: [capitalize(String), format(String, Object), isDigit(String)]",ShopkeeperSprite,0.59688073,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [ALPHABETS] and behaviors: [uppercase(String), concatenate(String, String), substring(String, int, int)]",DungeonTilemap,0.6057286,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), split(String), join(String, Object)]",AcidicSprite,0.5939051,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Modifiers] with properties: [PREFIXES, SUFFIXES] and behaviors: [prefix(String), suffix(String), camelCase(String)]",Herbalism,0.63606715,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [concatenate(String, String), trim(String), upperCase(String)]",SparkParticle,0.58461046,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Constants] with properties: [BOOLEANS] and behaviors: [parse(String), validate(String), normalize(String)]",SystemTime,0.6348123,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [uppercase(String), concatenate(String, String), reverse(String)]",SuccubusSprite,0.591303,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [lower(String), replace(String, String, String), truncate(String, int)]",StoragePainter,0.5962422,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Modifiers] with properties: [ADJECTIVES] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]",Regeneration,0.60109746,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), substring(String, int, int), replace(String, String)]",CityBossLevel,0.59478056,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [StringHelper] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), format(String, Object), substring(String, int, int)]",WandOfFirebolt,0.5745747,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toLowerCase(String), replace(String, String), trim(String)]",ScrollOfMirrorImage,0.5815798,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), replace(String, String), substring(String, int, int)]",RogueArmor,0.5868978,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [concatenate(String, String), replace(String, String), substring(Int, Int)]",LootIndicator,0.5863936,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Formatter] with properties: [SYMBOLS] and behaviors: [format(String, Object), pad(String, int), center(String, int)]",BadgeBanner,0.6408155,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), replace(String, String), substring(String, int, int)]",SkeletonSprite,0.585955,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Parsers] with properties: [REGEX] and behaviors: [extract(String, Pattern), format(String, Object), validate(String)]",SpinnerSprite,0.584956,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), concatenate(String, String), repeat(String, int)]",GolemSprite,0.5855915,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Strings] with properties: [CHARACTERS] and behaviors: [toUpperCase(String), replace(String, String), substring(Integer, Integer)]",OverpricedRation,0.58336496,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Here's a suggested concept:

Concept: Strings with properties: CONSTANTS and behaviors: [uppercase(String), template(String, Object), singular(String)]",YogSprite,0.6218351,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [StringTools] with properties: [ALPHABETS] and behaviors: [lower(String), replace(String, String), trim(String)]",ArmoryPainter,0.58007395,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Regex] with properties: [PATTERNS] and behaviors: [match(String), replace(String, String), split(String)]",BusyIndicator,0.5873384,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Concept: [Formatter] with properties: [PATTERNS] and behaviors: [applyPattern(String), format(String, Object), generateOutput(String)]",GardenPainter,0.6705306,implementation,,
"concept: [Utils] with properties: [VOWELS] and behaviors: [capitalize(String), format(String, Object), indefinite(String)]","Here's a suggested similar concept:

Concept: Strings with properties: [ALPHABETS] and behaviors: [toUpper(String), concatenate(String, String), repeat(String, int)]",TrapsPainter,0.59655344,implementation,,
